timestamp,mode,path,offset,size,phase,confidence,prefetch,prefetch_offset,prefetch_size
1770208387.886629,adaptive,/big.txt,0,65536,unknown,0.0000,0,,
1770208387.886966,adaptive,/big.txt,65536,65536,sequential,1.0000,1,131072,4096
1770208387.887181,adaptive,/big.txt,131072,65536,sequential,1.0000,1,196608,4096
1770208387.8873641,adaptive,/big.txt,196608,65536,sequential,1.0000,1,262144,4096
1770208387.887558,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1770208387.887713,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1770208387.887944,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1770208387.888094,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1770208387.888258,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1770208387.888438,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1770208387.8886662,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1770208387.888837,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1770208387.889013,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1770208387.88916,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1770208387.889303,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1770208387.889438,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1770208387.889548,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
